bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings
UBS,2023-Q4,earnings,2024-02-06,31,qa,management,Todd Tuckner,,2140,"Hey, Alastair, I'll take those. So, on your first on net new assets, you know, the $100 billion over the next two years just reflects the fact that, you know, to the point that I think we've been making that while we're going to continue to grow the asset base, I mean, $100 billion is still $100 billion over the next – each of the next two years, $200 billion by the end of 2025 and that's a focus of the team. In terms of where we think, you know, the appropriate ambition would be, normally when we're just in growth – full growth mode and not looking to also ensure that, you know, appropriate hygiene on the balance sheet, that's reflecting that discount in there a bit. We still think it's a strong number. It's still growing the asset base. It's still providing a basis to grow our revenues, as I highlighted in my comments, but it is reflecting the fact that in addition to growing client relationships and bringing more and more aligned products and solutions to our clients, there are going to be situations, as we both highlighted, where, you know, perhaps we see potential outflows because of decisions we've made around given service for example, trying to a price alone, potentially unsuccessfully, and then seeing that roll off and then potentially the collateral moving out of the bank as a result. So, it's just appropriate to price in some of that as we do this, you know, good and necessary work to ensure ultimately stronger return on RWA and sustainably higher returns in the long run. In terms of cash or the HQLA that we have, yeah, you could assume going forward that that is structurally our run rate for now just given the new Swiss liquidity ordinance requirements that we're complying with. So, you can assume that that's right. Naturally, we're focusing on, you know, winning back deposits and continuing diversified sources of funding, not least given the structural funding gap we've inherited from the Credit Suisse subsidiary in Switzerland. So, you know, we're taking steps in our funding plan to narrow that. But in the end, you can assume that for now, that level of liquidity is sort of run rate level.",30,True
UBS,2023-Q4,earnings,2024-02-06,32,qa,analyst,Alastair Ryan,Bank of America,10,Thank you.,31,True
UBS,2023-Q4,earnings,2024-02-06,33,qa,analyst,Giulia Miotto,Morgan Stanley,630,"Hi. Good morning. You hear me well? Okay, perfect. So, my first question goes to GWM Americas. I think the target is low teens until 2026 and then up to mid-teens PBT margin. So, what strategic options are you taking to structurally lift profitability in this division? I think I heard this – rebuilding the banking platform in-house, but if you can give us more color on that. So that's my first longer-term question. Whereas on the short term, in terms of transaction margins, those are being subdued for a while and especially in Asia. What evidence are you seeing or are you seeing any evidence of that coming back? Thank you.",32,True
UBS,2023-Q4,earnings,2024-02-06,34,qa,management,Todd Tuckner,,2355,"Yeah. Hi, Giulia. So, on – in terms of the sorts of investments we're making, as you mentioned, you know, we think the core banking infrastructure work is critical because that effectively institutionalizes clients much more effectively in doing that. The more that you have a broader suite of products and capabilities to offer clients, the more in effect it becomes, you know, they become stickier. The clients and the advisors just become stickier. We know that playbook. We run that playbook in every part of the world outside the US. And so, it's something that for us is quite fundamental. And so, we're going to continue to do that and continue to invest in digital capabilities to make being both a client and an advisor of the US business of GWM better. There are also some other things that we're doing to bring that profit margin up. Sergio mentioned in his comments. A lot of it's also about products and capabilities and we're seeing that start to hit through. And that's just in terms of, again, borrowing a page from the playbook that we use outside the US, it's the global markets approach. So, it's having a more joint GWM-Investment Bank approach to serving clients from a transactional perspective, especially clients with more sophisticated needs, also from a lending perspective as well, having more of a focus on lending solutions as we've done outside the US as well. So, I think doing all that is where we think, you know, just doing the sort of good blocking and tackling will, you know, should support the profit margin in mid-teens over the next two to three years. In terms of transaction margins in APAC, yeah, I think we are seeing – we actually saw some good performance in the fourth quarter from a TRX perspective, in particular on the UBS platform, which is encouraging. So, we're – and also in APAC. Again, given just our diversification in the region, we're not just limited to, you know, one location potentially underperforming from an equity markets perspective, and we actually saw a good performance in the region. In particular, we saw good performance in transactions in Japan this quarter. And so, you know, we have the good, diversified approach to ensure that even if one – as I said, one particular part of the region isn't generating the sorts of margins that are ideal for us that we're able to compensate.",33,True
UBS,2023-Q4,earnings,2024-02-06,35,qa,analyst,Giulia Miotto,Morgan Stanley,7,Thanks.,34,True
UBS,2023-Q4,earnings,2024-02-06,36,qa,analyst,Stefan Stalmann,Autonomous Research,1033,"Yes. Good morning, everyone. Thanks for the presentation and for taking my questions. I hope you can hear me well. I wanted to first ask on the share buyback restart this year. I was a bit surprised that you make this link between the legal entity merger of the parent banks and the ability to restart the share buyback. Do you see actually a direct link there between Group payout capacity and what happens to the parent bank merger or is it just a short form for you to say if the merger works, that's a good indication that the integration is online, and that's why I can go back to share buybacks? And the second question is on capital requirements. You have obviously presented the plan very much on the basis of the rules as they currently stand, but we also have an upcoming review by the government and we don't know how that looks like. On a confidence scale of 1 to 10, where do you think the outcome will be? Do you think your numbers will still be proven fine after this review or do you think it could change? Thank you.",35,True
UBS,2023-Q4,earnings,2024-02-06,37,qa,management,Sergio P. Ermotti,,2301,"Thank you, Stefan. I think the link between share buyback and the parent bank merger and the underlying US operation and later on, the Swiss one, it's very relevant because if we have a delay, our ability to start to deliver on the cost synergies will come just later. And therefore, we would lose capital buffers that we believe is necessary. So, I think it's totally there is no gaming or nothing. It's just prudent reasonable way to look at the two major risks associated with such an integration is regulatory approvals to execute legal entity mergers. We are talking about 50-plus countries. Okay? And the second one is IT migration. This is probably more the 2024 into 2025 as we start to migrate. So, if we don't get into a good place with our parent company merger by the end of the second quarter, we have a delayed effect which has to be reflected in our prudence in terms of how we accrue capital. So, I hope this is very clear now. In terms of capital requirements, yeah, well, I mean, I can only say, you know, watch and listen to what has been said publicly by different international and domestic experts around the topic of capital and why Credit Suisse failed. Credit Suisse didn't fail because of lack of capital or lack of liquidity per se but it failed because, you know, partially, I would say the loss of trust and confidence, the lack of underlying profitability and that created a self-fulfilling problem. I think if you look at regulation, you know, the regulation was well applied and fully functioning for UBS. So, the same regulation should have worked for Credit Suisse. I do think that – I'm pretty convinced that any authorities and governments, before taking actions on capital, they will also have to sit down and look at what happened, like the commission that is investigating on the matter is doing, and everybody will have to pose and think about what they could have done better, being a little bit more self-critical about what happened. So, I believe the current regime and no experts is saying that more capital is necessary. So, I'm not going to give you an answer on my rating of confidence because there is only downside on that, but I can only tell you that facts are telling us a crystal clear story that capital is not the way to manage such a situation.",36,True
UBS,2023-Q4,earnings,2024-02-06,38,qa,analyst,Stefan Stalmann,Autonomous Research,32,Very clear. Thank you very much.,37,True
UBS,2023-Q4,earnings,2024-02-06,39,qa,analyst,Adam Terelak,Mediobanca,1054,"Morning. Thank you for the questions. I've got three on capital, one of which is a clarification. I wanted to dig into slide 36, the $15 billion of balance sheet optimization. Clearly, it's talking about net of gross as well. So, can we get a feeling for what the underlying moving parts are because it's clearly going in different directions and whether there's any kind of regulatory securitization type benefit to think about, say non-revenue costing RWA efficiencies to think about on the forward look. And then linked to that, clearly the lower RWA outlook has created lots of flexibility in your plan, but how do you guys think about redeploying your balance sheet if there are profitable growth opportunities particularly given that your stock is trading above tangible book or CET1? And then just a clarification. On the AT1 buildout, it says increasing to 18% by 2029 but I think you referenced 2026 as well in terms of that Tier 1 capital requirement. So, if you just give us color on the AT1 buildout timeline would be very helpful. Thank you.",38,True
UBS,2023-Q4,earnings,2024-02-06,40,qa,management,Todd Tuckner,,978,"So, let me – thanks for that, Adam. Let me just cover. The last one is 2029 because that's, you know, that is how we've modeled and also just given the way our expectations are on the Too Big To Fail requirements coming in impacting on going concern capital out until 2030. So, that is the correct read. In terms of the first question on slide 36, so the $510 billion effectively where we think we get to, of course, is net of growth. So, there is a growth that is priced in. So, the fact that we have, say, balance sheet optimization in the core businesses, we say net of growth. So, these are trade-offs that we're making and look, we've done this before and it's, you know, taking the balance sheet in areas where there are opportunities to generate greater returns on RWA. That's the work that we're doing, and obviously where there are opportunities to grow especially to start to begin to harvest the combination and the scale that we have. Clearly, that will be the case.",39,True
UBS,2023-Q4,earnings,2024-02-06,41,qa,management,Sergio P. Ermotti,,673,"Yeah, I guess a 5% return on risk-weighted assets is not acceptable, right? So, I think that's the reason I'm saying it makes no sense for us to try to overly impress anybody with growth on the top line if this is just destroying value or not sustainable. So, we are willing to take a step back in terms of growth. But still in some areas, are we going to grow? Now, It's very important to understand the restructuring element up until the end of 2026. Afterwards, we will grow. Of course, we will grow. So, we are not a restructuring story. We will grow again because our business will grow but from a base that I believe is going to be much more reliable and sustainable.",40,True
UBS,2023-Q4,earnings,2024-02-06,42,qa,analyst,Adam Terelak,Mediobanca,210,Could I have a follow-up in terms of what volume of RWA are sitting below kind of your aspiration in terms of RoRWA? Just trying to size the opportunity in terms of recycling your risk weights into high growth.,41,True
UBS,2023-Q4,earnings,2024-02-06,43,qa,management,Sergio P. Ermotti,,961,"Well, you look at the balance sheet of Credit Suisse that we onboarded has revenues on risk-weighted assets of 5% on average in 2022. Now, we are already taking actions but this is the volume you have to think about. So, we were perfectly happy with the return profiles of our Wealth Management and IB and Swiss bank operation. So, we need to now bring it back. And I think it is very important that, you know, it's all about giving clear directions to our people. Our new colleagues from Credit Suisse fully understand that they are now following what they believe also is the best way to create value for clients – for shareholders, but also for clients because we want to be predictable. We want to be a partner that is there and where the relationship allows us to tell what are our expectations and what is the client expectations, and that we'll need to be addressed and we now have a clear, aligned way of looking at how to develop and grow the business.",42,True
UBS,2023-Q4,earnings,2024-02-06,44,qa,analyst,Adam Terelak,Mediobanca,27,Right. Thank you very much.,43,True
UBS,2023-Q4,earnings,2024-02-06,45,qa,analyst,Benjamin Goy,Deutsche Bank,859,"Yes. Hi. Good morning. Two questions, please, one on the Global Wealth Management and one on Investment Bank. If you can add a bit more color on the $100 billion net new asset run rate that should rise to $200 billion per year by 2028. So, just wondering how much is reduced impact from business exits or kind of risk appetite, financial advisor leaving, and then how much is, say, acceleration of the platform of a unified platform? And then secondly, sounds like the Credit Suisse bankers you onboarded, pretty low revenues so far. It's picking up the next one to two years. I was just wondering because you mentioned for the markets position that it will be transferred end of Q1, but you also feel that in sales and trading, the Credit Suisse colleagues you onboarded have been underearning and whether they could see an acceleration this year. Thank you.",44,True
UBS,2023-Q4,earnings,2024-02-06,46,qa,management,Todd Tuckner,,1645,"Hi, Ben. So, in terms of the run rate of net new assets from $100 billion, I would say as Sergio just highlighted in response to the last question, you know, we for sure will grow. And once we feel like the balance sheet is in a better spot, we think that that will build quickly in terms of, you know, us focusing on growth. So, the bridge to $200 billion, while we're not disclosing specifically what we think the numbers are, you can expect that, you know, certainly in 2026 we should start to see that come up pretty significantly and then build to $200 billion by 2028. So, I would say it's not necessarily just, you know, linear straight line. We should see a bit of an acceleration early on in 2026, but I think there's some hard yards that we have modeled in to get to the $200 billion in the latter part of that five-year cycle. In terms of IB productivity on the markets side, I mean, one of the key points that I highlighted was, you know, actually onboarding on the markets side, fully onboarding not only the traders but their positions, which is now – it's been 4Q but really it's an intense piece of work in 1Q where we expect the majority of the positions to then be onboarded on UBS infrastructure. Once that happens, you know, we think that the markets personnel should be able to start generating, you know, appropriate revenues. Yes, there's a ramp, but it's not the same as in on the banking side where that productivity is going to take a longer ramp as you might appreciate it, but we should see and we expect that we'll see better productivity pretty quickly once the positions are onboarded on to the UBS infrastructure.",45,True
UBS,2023-Q4,earnings,2024-02-06,47,qa,analyst,Benjamin Goy,Deutsche Bank,22,Understood. Thank you.,46,True
UBS,2023-Q4,earnings,2024-02-06,48,qa,analyst,Tom Hallett,KBW,591,"Morning. Yeah. Hi, guys. So, most of my questions have been answered, but just maybe going back to NII. You say it will grow again in the second half of the planning period. Am I right in just assuming that's the second half of 2025? So, i.e., kind of NII should decline three to early 2025? And then secondly, you know, one of your peers in the US said that deposit mix changes were kind of ending. Is that what you're seeing as well? And could you maybe just clarify the wider international business, what's going on with deposit mix changes there or what you expect going forward? Thanks.",47,True
UBS,2023-Q4,earnings,2024-02-06,49,qa,management,Todd Tuckner,,1747,"Sure. Hey, Tom. So, in terms of NII, yeah, we see the recovery coming from more mid 2025. So that's correct, that's the right read. So, you know, again, just given how we're pricing in rate reductions, you know, whether they come, I think as you know the different views. But whether they come over 12 months or 18 months, we're running our models, but we definitely have rate reductions before we see stability, you know, into 2025 for sure. And then that stability then corresponds as well with what we think would be a pick-up in loan volumes and loan revenues overall on top of, of course, the funding efficiencies that I talked about at length during my comments that really start to accelerate the recovery in NII in the latter part of the or the second half effectively of the three-year planning cycle. In terms of deposit mix effects, absolutely. We've seen a tapering in the US. We started seeing even last quarter, even in 3Q, we're seeing that continue to taper. Still seeing a little bit of that, though, where there's spillover and higher rates in some of the non-US dollar currencies in particular in Switzerland. So, we're still seeing a bit of deposit mix shifts, but we sort of price them more or less out of our outlook, you know, once we get beyond 1Q. And in terms of how that looks across I think the US, we're now – we've seen stability first time since 4Q 2021 that we've had net deposit inflows so that's good. In APAC, we've actually seen some good deposit inflows also not least just given win-back. So, there's that impact as well. And in Switzerland, we're seeing a bit of a slightly downward move in terms of deposit inflows. So, just to give you a sense of sort of the deposit volume as I see it across the spectrum.",48,True
UBS,2023-Q4,earnings,2024-02-06,50,qa,analyst,Tom Hallett,KBW,29,That's very clear. Thank you.,49,True
UBS,2023-Q4,earnings,2024-02-06,51,qa,analyst,Andrew Lim,Société Générale,1036,"Fantastic. Thanks for taking my questions. So, the first one, on capital. I'm really trying to square your RWA guidance with how you feel about buybacks. So, looking at that equation, you know, that $510 billion on RWAs, obviously quite low versus consensus. But if you take consensus capital of, say, $80 billion, $81 billion, then you are looking at about 15.8% CET1 ratio. So, we even get to the conclusion that your buyback potential is quite a lot higher than what you've indicated or maybe your expectation for CET1 capital is maybe materially lower than $81 billion. So, I just wanted to see how you feel about that. And then the second question is on the NII guidance that you've given. Obviously, we've drill down into the deposit mix shift there. But you’ve noted that one of your competitors are also one of the big drivers there has been deleveraging of Lombard loans and I wanted to see if that was actually a big driver for yourselves as well and how this has impacted your thoughts on NII for this year and going forward?",50,True
UBS,2023-Q4,earnings,2024-02-06,52,qa,management,Todd Tuckner,,716,"Yeah. Thanks. Thanks for that, Andrew. So, I'll take – on the second one, no, we're not seeing – I mean, we've had some deleveraging that we've highlighted in prior quarters but we're not seeing that as a major factor in our guidance at this point other than around the impacts from the resource optimization that I've highlighted. But in particular around Lombard deleveraging, we're not pricing that to any significant degree into our guidance. And I was just trying to pick up on your first point where you were, sorry, you were trying to square if – where the RWA levels are in terms of how that informs the way you want to think about share buybacks? I just want to understand your point if you can repeat them.",51,True
UBS,2023-Q4,earnings,2024-02-06,53,qa,analyst,Andrew Lim,Société Générale,523,"Yes. So, let’s say we’re taking that consensus of $81 billion CET1 capital, you’ve indicated $510 billion on RWA. So, that would be 15.9% CET1 ratio. So, actually it is quite a lot of buffer, maybe $5 billion or so above $5.5 billion buybacks that you might be pointing towards for 2026. So, you know, there’s either a lot more capacity for you to actually push up your buybacks there or maybe you’re thinking that CET1 capital might be a bit lower than what consensus think. So, I just want to see what you think about it.",52,True
UBS,2023-Q4,earnings,2024-02-06,54,qa,management,Todd Tuckner,,757,"Yeah, I think – okay. Clear. So, yeah, I think in terms of your CET1 capital calculations, I'm not sure that squares with how we model under one baseline scenario. But I think it's fair to say that, you know, if we generate as we go out to 2026, the extent to which we're able to generate the returns that we expect to generate at the end of 2026, that there will be sufficient capacity, as Sergio said, to be able to undertake as much share buybacks as we had, in fact, more so than pre-acquisition levels. So, I think, you know, I won't comment specifically on whether your CET1 number is the same number we consider under one scenario but I think it's fair to say that there is share buyback capacity naturally if we hit these targets that we've set out.",53,True
UBS,2023-Q4,earnings,2024-02-06,55,qa,analyst,Andrew Lim,Société Générale,14,Great. Thanks.,54,True
UBS,2023-Q4,earnings,2024-02-06,56,qa,analyst,Nicolas Payen,Kepler Cheuvreux,648,"Yes. Morning. I have two questions, please. Two on Wealth Management. The first one would be on your pre-tax profit margin targets in the US. You're targeting mid-teens by 2026 and still significantly below what your US peers are doing. So, I wanted to know what kind of levers you can pull through to have this convergence towards the profitability levels that we are seeing of the US peers. And the second one will be on the net inflow that you are targeting. Is there any geographies where you see the most potential or where you are the most excited about where you – where the CS merger is bringing new capabilities and new outlook? Thank you.",55,True
UBS,2023-Q4,earnings,2024-02-06,57,qa,management,Todd Tuckner,,1876,"Yeah. Thanks, Nicolas. So, on the – look, on the pre-tax profit, you know, as we've laid out, I think Sergio in his prepared comments and mine in response to a question earlier, you know, we're building back to mid- teens through the work that we've described, which we think is quite important at that point in time, getting to what we think is an appropriate level given, you know, where we are now. Then at that stage, we have, you know, options to consider beyond that to narrow the gap further, and that's certainly the plan. So, you know, it's a little bit of walk before we run and we wanted to just be clear that we, you know, the things that we think that need to happen in the US business that we’re going to do over the next three years will set us up for success and being able to sort of then, at that stage, drive greater returns and narrow the gap further beyond 2026. In terms of the geographies in GWM that we're excited about, I mean, just off the top, and I've talked about this before, but certainly places where we become really meaningful, we're excited about many places that the CS integration brings to bear on Wealth. But, you know, when it comes to minor places where, meaningfully, change is what we had in the particular region just given maybe a focus on different client segments, maybe we exited. So, two examples come to mind would be Brazil, more on the former in terms of the client segment we focused on. Another is Australia where we exited, again more of an affluent practice that we had many years ago, and we have an opportunity now to inherit a business in Australia aligned, by the way, with the IB in Australia which is quite exciting. And that business is more, you know, the high net worth and the ultra that is our bread and butter. So, two examples where, and for different reasons of what excites us in terms of the acquisition.",56,True
UBS,2023-Q4,earnings,2024-02-06,58,qa,analyst,Nicolas Payen,Kepler Cheuvreux,10,Thank you.,57,True
UBS,2023-Q4,earnings,2024-02-06,59,qa,analyst,Piers Brown,HSBC,558,"Yeah. Good morning. Most of my questions have been answered, but maybe just a final one on litigation. Just whether there's anything in the plan for a sort of a business as usual normalized charge for litigation. I know you've taken a lot of adjustments on CS acquisition and you've gotten the $4 billion of balance sheet reserves at this stage, but having had a good chance to look at the case book at this point. Is there anything in there which you think might still burden the P&L over the course of the targets that you’ve laid out this morning? Thanks.",58,True
UBS,2023-Q4,earnings,2024-02-06,60,qa,management,Todd Tuckner,,475,"Hey, Piers. Thanks for the question. Yeah, I mean, just refer you to the litigation note which, you know, gives both the UBS heritage and Credit Suisse heritage legacies there, say that's the best bet. Otherwise, I’ll just tell you that our provision levels are augmented by the PPA that I described in August. We're comfortable with the levels we're at just given the – where those matters sit, but that's, you know, all I would comment in terms of litigation at this stage.",59,True
UBS,2023-Q4,earnings,2024-02-06,61,qa,management,Sergio P. Ermotti,,457,"I won't abuse of your patience. You have been with us, thank you, for 2 hours-plus. Thanks for the questions. Thanks for attending. I hope you got enough information. But most importantly, if you have any further needs or any further questions, please reach out to Sarah's team, IR, or I'm sure between myself and Todd, we'll have a chance to catch-up with many of you in the next few weeks. Thank you for attending and enjoy the rest of the day. Thank you.",60,True
UBS,2024-Q1,earnings,2024-05-07,1,prepared,management,Sergio P. Ermotti,,9778,"Thank you, Sarah and good morning, everyone. A little over a year ago, we were asked to play a critical role in stabilizing the Swiss and global financial systems through the acquisition of Credit Suisse and we are delivering on our commitments. This quarter marks the return to reported net profits and capital accretion – a testament to the strength of our client franchises and significant progress on our integration plans. Reported net profit was 1.8 billion, with underlying PBT of 2.6 billion and an underlying return on CET1 capital of 9.6%. Our commitment to stay close to clients supported healthy revenue growth in our core businesses and flows across our asset gathering franchises. Meanwhile, we are executing on our restructuring plans at pace and actively winding down Non-core and Legacy assets. We also achieved another 1 billion in annualized run-rate gross cost savings during the quarter as we progress towards our 13 billion target. As for the next significant integration milestones, we remain on track with our plans to simplify our legal entity structure. The merger of our parent banks is expected by the end of May and the transition to a single U.S. intermediate holding company is expected to occur shortly thereafter. The merger of our Swiss bank entities is set to take place before the end of the third quarter. All of this is subject to final regulatory approvals. These critical milestones will facilitate the migration of clients onto UBS platforms beginning later this year and unlock the next phase of the cost, capital, funding and tax benefits from the second half of 2024, and more so by the end of 2025 and into 2026. Lastly, improvements in our CET1 capital ratio was supported by our optimization of risk weighted assets. As a consequence, we remain well positioned to deliver on our capital return targets this year. Our underlying financial performance was driven by significant positive operating leverage at the Group level with 15% revenue growth alongside a 5% reduction in operating expenses compared to the fourth quarter. Compared to a year ago, we reduced operating expenses by around 12%. We had excellent performance in Global Wealth Management as underlying PBT doubled sequentially to 1.3 billion. Personal & Corporate Banking delivered underlying profit growth quarter on quarter driven by higher revenues and lower credit loss expenses. Meanwhile, Asset Management posted solid results thanks to cost discipline. As a result of the restructuring efforts we have undertaken over the last nine months, I am particularly pleased that Credit Suisse’s Wealth Management, Swiss Bank and Asset Management franchises are now all profitable and contributed to our financial performance. The Investment Bank delivered a double-digit underlying return on attributed equity supported by lower operating expenses compared to Q4, and another strong quarter in Global Banking revenues. Lastly, we had a positive revenue contribution from Non-core and Legacy as we accelerated position exits while further reducing costs. While we continue to deliver on the integration, helping our clients manage, grow and protect their assets remains our top priority. We maintained our momentum with clients in GWM. Invested assets have now surpassed 4 trillion as we generated 27 billion of net new assets. Though geopolitical volatility and macroeconomic uncertainty continued to weigh on client sentiment, we observed an improvement in risk appetite and activity. We also saw an improvement in client activity within P&C, particularly among corporates. In Asset Management, our clients continue to value our Separately Managed Account and Sustainability offerings. We generated 21 billion in net new money during the quarter. In Global Banking, we outperformed the fee pools in all regions, but most notably in the U.S., where the integration of Credit Suisse teams is progressing well and our pipeline continues to build. Let’s move to Non-core and Legacy. As I said before, and you can see on this slide, we are making good progress in taking out costs and streamlining our operations as we run down the portfolio. We accelerated the wind-down of several complex and longer-dated positions this quarter, supporting a capital release of around 2 billion and a material improvement in our natural run-off profile. We are well positioned to achieve our target to reduce NCL risk weighted assets to around 5% of the Group by the end of 2026 and we remain focused on accelerating position exits in a manner that continues to optimize value. Turning to capital. As you can see, the combination of our highly capital generative business and the restructuring and active management of financial resources has further reinforced our balance sheet for all seasons. This permits us to follow through on our capital return plans for 2024. During the quarter, we began accruing for a mid-teen percentage year-on-year increase in our dividend. And, as previously communicated, we expect to resume share repurchases following the completion of the parent bank merger, targeting up to 1 billion. Our ambition is to continue repurchases in 2025 and for our capital returns in 2026 to exceed pre-acquisition levels. Of course, all of this is now subject to our assessment of any proposed requirements related to Switzerland’s ongoing review of its regulatory regime. In this respect, I’d like to address the recent proposals in Switzerland to strengthen the too-big-to-fail regime. It is clear both to us and several expert groups that too-low capital requirements were not why Credit Suisse needed rescuing. However, we agree with the Swiss Federal Council’s view that capital and liquidity requirements on their own are not sufficient to ensure the resilience and stability of a systemically important bank. In addition to having a strong capital position, it is key to maintain a sustainable business model centered around risk-adjusted profitability and a robust risk management framework. All of these are core principles for UBS. For over ten years, this approach has served our clients, employees, investors and the Swiss economy well. It is what allowed UBS to respond to the Swiss government’s request in March 2023 to be part of the solutions to stabilize the financial system. While some modifications to the regulatory regime may be necessary - and we have endorsed many - the discussion around capital should be based on facts. That includes a full and transparent account of what led to the idiosyncratic failures of Credit Suisse. The ultimate and crucial objective of the too-big-to-fail regime must be to credibly demonstrate that a systemically important bank could be saved in a crisis largely through its own financial resources. We believe UBS has and will continue to demonstrate its resolvability from both an operational and capital point of view. With around 200 billion in total loss absorbing capacity, our shareholders and structurally subordinated bondholders bear the significant costs and risks to ensure taxpayers would not suffer in the highly unlikely scenario that a major systemic event affects UBS. We appreciate that many of you would like a quantification of the potential impact of any new capital regime, but it is too soon to jump to conclusions. It would be inappropriate for us to speculate or respond to speculation on the potential impact. We were not involved in the consultation process leading to the publication of the Federal Council’s report, and do not have clarity on any proposed changes and how they would be implemented. Nonetheless, one point on which we may offer some clarification is the topic of parent bank capital. Our parent bank was already well capitalized in both absolute and relative terms and is in a position today to absorb the removal of substantial regulatory concessions granted to Credit Suisse. By fully aligning the treatment of capital at Credit Suisse to our more rigorous approach, UBS has to provide the additional capital required for the phase-in of risk-weighted assets for Credit Suisse participations. UBS had already done this for its subsidiaries when the rules were introduced in 2017. Further, UBS will not rely upon the regulatory filter historically applied to Credit Suisse. Overall, this requires additional capital in the amount of about 9 billion dollars. When applied consistently and coherently, the Basel 3 rules that UBS and its global peers must follow are robust. They too, are being significantly tightened. In addition, the phasing-in of progressive capital add-ons will already lead to substantially higher capital requirements for UBS’s parent bank, about another 10 billion. So overall, we are adding almost 20 billion in additional capital which, of course, was already reflected in our previously communicated capital and financial targets. In our view, all of this must be considered when new requirements are discussed, defined and calibrated. In this respect, we will be constructively contributing our views to the relevant authorities and various policymakers. As the third-largest private employer, one of the country’s largest taxpayers and as importantly, a significant provider of credit to households and businesses in Switzerland, we believe it is also our responsibility to share our perspectives with the wider public. This is an important discussion for the country and I remain hopeful for a proportionate outcome. In the meantime, in addition to executing on our integration plans, we will remain focused on what we are able to control – serving our clients, following through on our strategy, investing in our people and remaining a pillar of economic support in the communities where we live and work. With that, I hand over to Todd.",0,True
